18/08/2024	12:24:12	 625d28df-9a6d-448b-a753-6206fb374a4b	 GET 	 undefined 	 /
18/08/2024	12:50:29	 c6ee7551-189a-4ee7-a91e-d23cdc877452	 GET 	 undefined 	 /css/styles.css
18/08/2024	12:50:31	 00234ed5-1ee6-42f0-835d-13a3dd009961	 GET 	 undefined 	 /
18/08/2024	12:51:24	 9c8d2ac9-3026-4e6d-a857-7d5cf668aea6	 OPTIONS 	 https://valeff.com 	 /
18/08/2024	12:51:24	 8f516961-0b07-45db-b0e6-431c02258db7	 GET 	 https://valeff.com 	 /
18/08/2024	12:53:24	 958b3e2b-8b17-418f-ae34-23c628f8ee82	 OPTIONS 	 https://www.youtube.com 	 /
18/08/2024	12:53:25	 d17d19f8-2215-4670-81cb-de2860fb704e	 GET 	 https://www.youtube.com 	 /
18/08/2024	12:53:55	 ddfcf51c-8dfc-4fd3-9cf3-7f45aef52504	 OPTIONS 	 https://www.youtube.com 	 /
18/08/2024	12:53:55	 2a3b6bc6-e2d1-4459-a3dc-2d1f8b208069	 GET 	 https://www.youtube.com 	 /
18/08/2024	12:54:20	 45070cc3-28a9-40a6-8de4-0c2ba7841d13	 OPTIONS 	 https://valeff.com 	 /
18/08/2024	12:54:20	 2d8dec32-0233-40b7-81e2-e52ea5df2655	 GET 	 https://valeff.com 	 /
18/08/2024	12:54:34	 9301047d-f6b8-4dd4-87cb-f8059ec29d8a	 OPTIONS 	 https://valeff.com 	 /
18/08/2024	12:54:34	 0f0c6f00-a076-4fa7-b00d-24f9eab7266b	 GET 	 https://valeff.com 	 /
18/08/2024	13:05:24	 3fefba3c-a497-43b0-8344-93330b2de65d	 GET 	 undefined 	 /
18/08/2024	13:05:24	 2193f567-c019-4aa3-a17c-b6a4625c6b5d	 GET 	 undefined 	 /css/styles.css
18/08/2024	13:05:44	 eeaebbc7-0c93-4f46-a21d-2272d9132143	 GET 	 undefined 	 /
18/08/2024	13:06:01	 24a377d5-a554-4a6a-911e-7d44061c8c8e	 GET 	 undefined 	 /
18/08/2024	13:06:01	 760686ba-e087-468c-aabb-3c9f31ff5507	 GET 	 undefined 	 /css/styles.css
18/08/2024	13:07:55	 ef0340fc-c0b1-4583-9af7-8665381fa38b	 GET 	 undefined 	 /rhhhs
18/08/2024	13:07:55	 32aba51b-46f5-4cc0-97c1-e59edd4b04ab	 GET 	 undefined 	 /css/styles.css
18/08/2024	17:02:35	 d82864d0-52e5-473f-9d65-b0d6f9682a1d	 GET 	 undefined 	 /rhhhs
18/08/2024	17:02:35	 c48c4a34-e357-466c-b9e5-fa04ae1fdf3c	 GET 	 undefined 	 /css/styles.css
18/08/2024	17:04:34	 4d81f3a3-3158-410e-8701-e779c26b982a	 GET 	 undefined 	 /
18/08/2024	17:04:34	 a98b8c2e-9e92-4e2d-9b66-6e32f1045005	 GET 	 undefined 	 /css/styles.css
18/08/2024	17:04:57	 6ec46efb-919b-4b56-9434-fa8658022dd7	 GET 	 undefined 	 /
18/08/2024	17:04:57	 09d7dd08-a735-41e1-a96a-648baf5c270e	 GET 	 undefined 	 /css/styles.css
18/08/2024	17:05:04	 d6764e60-6c9d-47a9-a3c9-b29b28de5f6a	 GET 	 undefined 	 /
18/08/2024	17:05:04	 48e7111f-13ed-4f4d-95ad-4323cfb475e4	 GET 	 undefined 	 /css/styles.css
18/08/2024	17:06:58	 06e883c5-4a0b-428e-a7a0-ef40f0c8fe5d	 GET 	 undefined 	 /
18/08/2024	17:06:58	 7ef2404a-b71f-4ccb-8e3f-d1cc926fd48d	 GET 	 undefined 	 /css/styles.css
18/08/2024	17:07:29	 12bf0bbb-0116-4562-96a2-e0f62c0601d5	 GET 	 undefined 	 /
18/08/2024	17:07:29	 7ff750d3-9aaf-4be4-8959-a9d2cd0fa4d4	 GET 	 undefined 	 /css/styles.css
18/08/2024	17:40:39	 9e83d9ae-5dc6-48fe-8fd8-59e5e7aa3fa1	 GET 	 undefined 	 /
18/08/2024	17:40:39	 e6ab8947-a5d6-422a-acc0-388285d79534	 GET 	 undefined 	 /css/styles.css
